image,sex,emotion,age,face_direction
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_114.jpg,MALE,ANGER,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_116.jpg,MALE,DISGUST,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_117.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_118.jpg,MALE,SADNESS,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_120.jpg,MALE,NEUTRAL,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_121.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_122.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_123.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_126.jpg,MALE,DISGUST,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_127.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_128.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_133.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_134.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_136.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_137.jpg,MALE,NEUTRAL,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_138.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_14.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_140.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_141.jpg,MALE,DISGUST,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_142.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_144.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_145.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_146.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_147.jpg,MALE,SADNESS,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_149.jpg,MALE,SADNESS,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_15.jpg,MALE,HAPPINESS,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_150.jpg,MALE,SADNESS,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_152.jpg,MALE,SADNESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_153.jpg,MALE,SADNESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_155.jpg,MALE,SADNESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_156.jpg,MALE,SADNESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_158.jpg,MALE,SADNESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_159.jpg,MALE,DISGUST,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_161.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_163.jpg,MALE,NEUTRAL,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_165.jpg,MALE,SURPRISE,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_169.jpg,MALE,NEUTRAL,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_170.jpg,MALE,NEUTRAL,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_175.jpg,MALE,DISGUST,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_176.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_178.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_180.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_182.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_183.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_184.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_185.jpg,MALE,ANGER,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_187.jpg,MALE,SURPRISE,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_188.jpg,MALE,ANGER,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_189.jpg,MALE,NEUTRAL,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_19.jpg,MALE,SADNESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_190.jpg,MALE,SADNESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_198.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_199.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_201.jpg,MALE,DISGUST,YOUNG,UP
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_203.jpg,MALE,DISGUST,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_204.jpg,MALE,DISGUST,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_206.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_208.jpg,MALE,SURPRISE,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_209.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_21.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_210.jpg,MALE,HAPPINESS,YOUNG,UP
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_211.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_212.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_213.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_214.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_215.jpg,MALE,HAPPINESS,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_216.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_217.jpg,MALE,HAPPINESS,YOUNG,UP
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_218.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_219.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_22.jpg,MALE,SADNESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_220.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_221.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_222.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_228.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_23.jpg,MALE,NEUTRAL,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_231.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_232.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_234.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_235.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_236.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_237.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_238.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_24.jpg,MALE,HAPPINESS,YOUNG,DOWN
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_240.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_242.jpg,MALE,SADNESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_243.jpg,MALE,SADNESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_245.jpg,MALE,SADNESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_246.jpg,MALE,SADNESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_247.jpg,MALE,SADNESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_248.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_249.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_253.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_254.jpg,MALE,DISGUST,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_255.jpg,MALE,DISGUST,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_256.jpg,MALE,DISGUST,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_257.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_258.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_259.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_260.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_261.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_262.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_263.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_264.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_265.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_271.jpg,MALE,DISGUST,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_274.jpg,MALE,DISGUST,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_276.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_277.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_278.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_279.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_280.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_281.jpg,MALE,HAPPINESS,YOUNG,UP
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_282.jpg,MALE,HAPPINESS,YOUNG,UP
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_283.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_284.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_285.jpg,MALE,HAPPINESS,YOUNG,UP
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_286.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_287.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_288.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_289.jpg,MALE,HAPPINESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_29.jpg,MALE,DISGUST,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_292.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_293.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_294.jpg,MALE,HAPPINESS,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_295.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_297.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_298.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_299.jpg,MALE,SURPRISE,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_30.jpg,MALE,NEUTRAL,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_300.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_301.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_302.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_303.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_304.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_305.jpg,MALE,NEUTRAL,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_306.jpg,MALE,NEUTRAL,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_308.jpg,MALE,HAPPINESS,YOUNG,RIGHT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_309.jpg,MALE,SADNESS,YOUNG,FRONTAL
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_312.jpg,MALE,NEUTRAL,YOUNG,LEFT
/home/shangeth/Desktop/Projects-DL/FaceDetection/IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_314.jpg,MALE,NEUTRAL,YOUNG,LEFT
